id_diagnozy,nazwa,opis
2684,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
2685,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
2686,Zapalenie płuc,Konieczność obserwacji w warunkach domowych.
2687,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
2688,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
2689,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
2690,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
2691,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2692,Anemia,Zalecana konsultacja specjalistyczna.
2693,Zespół jelita drażliwego,Wskazane badania kontrolne za 2 tygodnie.
2694,Depresja,"Przebieg łagodny, leczenie objawowe."
2695,Migrena,Stosować leki zgodnie z zaleceniami.
2696,Niedoczynność tarczycy,Zalecana konsultacja specjalistyczna.
2697,Choroba wieńcowa,Wymaga dalszej diagnostyki.
2698,Kamica nerkowa,Zalecana konsultacja specjalistyczna.
2699,Borelioza,"Ryzyko nawrotu choroby, zachować ostrożność."
2700,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
2701,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
2702,Zapalenie pęcherza,Wskazane badania kontrolne za 2 tygodnie.
2703,Depresja,"Przebieg łagodny, leczenie objawowe."
2704,Borelioza,Leczenie szpitalne nie jest wymagane.
2705,Zapalenie płuc,Wymaga dalszej diagnostyki.
2706,Depresja,Leczenie szpitalne nie jest wymagane.
2707,Migrena,Leczenie szpitalne nie jest wymagane.
2708,Niedoczynność tarczycy,Stosować leki zgodnie z zaleceniami.
2709,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2710,Atopowe zapalenie skóry,Leczenie szpitalne nie jest wymagane.
2711,Choroba wieńcowa,Wskazane badania kontrolne za 2 tygodnie.
2712,Kamica nerkowa,Zalecane leczenie farmakologiczne.
2713,Kamica nerkowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2714,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2715,Depresja,Zalecane leczenie farmakologiczne.
2716,Egzema,Konieczność obserwacji w warunkach domowych.
2717,Zapalenie gardła,Leczenie szpitalne nie jest wymagane.
2718,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
2719,Nowotwór płuc,Zalecana zmiana stylu życia i diety.
2720,Nowotwór płuc,Zalecana konsultacja specjalistyczna.
2721,Astma,"Przebieg łagodny, leczenie objawowe."
2722,Borelioza,Zalecana zmiana stylu życia i diety.
2723,Anemia,Konieczność obserwacji w warunkach domowych.
2724,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
2725,Zapalenie płuc,"Przebieg łagodny, leczenie objawowe."
2726,Niedoczynność tarczycy,Konieczność obserwacji w warunkach domowych.
2727,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
2728,Choroba refluksowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2729,Migrena,Stosować leki zgodnie z zaleceniami.
2730,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
2731,Migrena,"Przebieg łagodny, leczenie objawowe."
2732,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
2733,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
2734,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
2735,Migrena,"Przebieg łagodny, leczenie objawowe."
2736,Zapalenie wątroby typu A,"Ryzyko nawrotu choroby, zachować ostrożność."
2737,Kamica nerkowa,Zalecane leczenie farmakologiczne.
2738,Angina,Zalecana zmiana stylu życia i diety.
2739,Zespół jelita drażliwego,Zalecana konsultacja specjalistyczna.
2740,Migrena,Konieczność obserwacji w warunkach domowych.
2741,Nadciśnienie,Zalecane leczenie farmakologiczne.
2742,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2743,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
2744,Zapalenie gardła,Zalecana zmiana stylu życia i diety.
2745,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
2746,Astma,Zalecana zmiana stylu życia i diety.
2747,Reumatoidalne zapalenie stawów,"Ryzyko nawrotu choroby, zachować ostrożność."
2748,Grypa,Konieczność obserwacji w warunkach domowych.
2749,Zapalenie płuc,Zalecana konsultacja specjalistyczna.
2750,Anemia,Leczenie szpitalne nie jest wymagane.
2751,Zapalenie ucha środkowego,Wskazane badania kontrolne za 2 tygodnie.
2752,Zapalenie pęcherza,Zalecana konsultacja specjalistyczna.
2753,Borelioza,Leczenie szpitalne nie jest wymagane.
2754,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
2755,Astma,Stosować leki zgodnie z zaleceniami.
2756,Zapalenie spojówek,"Ryzyko nawrotu choroby, zachować ostrożność."
2757,Zawał serca,Konieczność obserwacji w warunkach domowych.
2758,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
2759,Reumatoidalne zapalenie stawów,"Ryzyko nawrotu choroby, zachować ostrożność."
2760,Borelioza,Leczenie szpitalne nie jest wymagane.
2761,Borelioza,Konieczność obserwacji w warunkach domowych.
2762,Borelioza,Zalecana zmiana stylu życia i diety.
2763,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
2764,Kamica nerkowa,Zalecana zmiana stylu życia i diety.
2765,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2766,Reumatoidalne zapalenie stawów,Konieczność obserwacji w warunkach domowych.
2767,Zapalenie gardła,Wymaga dalszej diagnostyki.
2768,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
2769,Angina,Zalecana konsultacja specjalistyczna.
2770,Grypa,Zalecane leczenie farmakologiczne.
2771,Zapalenie oskrzeli,Zalecana konsultacja specjalistyczna.
2772,Zapalenie zatok,Stosować leki zgodnie z zaleceniami.
2773,Depresja,Zalecana zmiana stylu życia i diety.
2774,Depresja,Wymaga dalszej diagnostyki.
2775,Anemia,Zalecana konsultacja specjalistyczna.
2776,Zapalenie gardła,Stosować leki zgodnie z zaleceniami.
2777,Kamica nerkowa,Wymaga dalszej diagnostyki.
2778,COVID-19,Zalecane leczenie farmakologiczne.
2779,Kamica nerkowa,Stosować leki zgodnie z zaleceniami.
2780,Nowotwór płuc,Zalecane leczenie farmakologiczne.
2781,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
2782,Alergia sezonowa,Wymaga dalszej diagnostyki.
2783,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2784,Choroba refluksowa,Leczenie szpitalne nie jest wymagane.
2785,Zespół napięcia przedmiesiączkowego,Wskazane badania kontrolne za 2 tygodnie.
2786,Atopowe zapalenie skóry,Zalecana konsultacja specjalistyczna.
2787,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
2788,Zapalenie wątroby typu A,"Ryzyko nawrotu choroby, zachować ostrożność."
2789,Zawał serca,Konieczność obserwacji w warunkach domowych.
2790,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
2791,Grypa,Zalecana konsultacja specjalistyczna.
2792,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
2793,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
2794,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
2795,Cukrzyca typu 2,Leczenie szpitalne nie jest wymagane.
2796,COVID-19,Zalecana konsultacja specjalistyczna.
2797,Migrena,Zalecana konsultacja specjalistyczna.
2798,Egzema,Wymaga dalszej diagnostyki.
2799,Reumatoidalne zapalenie stawów,"Przebieg łagodny, leczenie objawowe."
2800,Osteoporoza,Zalecane leczenie farmakologiczne.
2801,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
2802,Nadciśnienie,Zalecane leczenie farmakologiczne.
2803,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
2804,Nadciśnienie,Leczenie szpitalne nie jest wymagane.
2805,Anemia,Wskazane badania kontrolne za 2 tygodnie.
2806,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2807,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
2808,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
2809,Angina,Leczenie szpitalne nie jest wymagane.
2810,Zapalenie pęcherza,"Ryzyko nawrotu choroby, zachować ostrożność."
2811,Niedoczynność tarczycy,Leczenie szpitalne nie jest wymagane.
2812,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
2813,Alergia sezonowa,Zalecana konsultacja specjalistyczna.
2814,Zapalenie ucha środkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
2815,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
2816,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
2817,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
2818,Reumatoidalne zapalenie stawów,Wskazane badania kontrolne za 2 tygodnie.
2819,Osteoporoza,Zalecana zmiana stylu życia i diety.
2820,Zapalenie oskrzeli,Stosować leki zgodnie z zaleceniami.
2821,Osteoporoza,Zalecana zmiana stylu życia i diety.
2822,Nadciśnienie,Leczenie szpitalne nie jest wymagane.
2823,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
2824,Anemia,Wymaga dalszej diagnostyki.
2825,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
2826,Alergia sezonowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2827,Zapalenie gardła,"Ryzyko nawrotu choroby, zachować ostrożność."
2828,Alergia sezonowa,Wymaga dalszej diagnostyki.
2829,Nowotwór piersi,"Przebieg łagodny, leczenie objawowe."
2830,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
2831,COVID-19,Zalecana zmiana stylu życia i diety.
2832,Alergia sezonowa,Zalecane leczenie farmakologiczne.
2833,Kamica nerkowa,Zalecana konsultacja specjalistyczna.
2834,Alergia sezonowa,Zalecana konsultacja specjalistyczna.
2835,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
2836,Zapalenie pęcherza,Wymaga dalszej diagnostyki.
2837,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
2838,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
2839,Anemia,Leczenie szpitalne nie jest wymagane.
2840,Osteoporoza,"Przebieg łagodny, leczenie objawowe."
2841,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
2842,Zapalenie płuc,"Przebieg łagodny, leczenie objawowe."
2843,COVID-19,Stosować leki zgodnie z zaleceniami.
2844,Zapalenie zatok,Konieczność obserwacji w warunkach domowych.
2845,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2846,Atopowe zapalenie skóry,"Ryzyko nawrotu choroby, zachować ostrożność."
2847,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
2848,Zapalenie pęcherza,Wskazane badania kontrolne za 2 tygodnie.
2849,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
2850,Angina,Zalecana zmiana stylu życia i diety.
2851,Borelioza,Konieczność obserwacji w warunkach domowych.
2852,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
2853,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
2854,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
2855,Zawał serca,Zalecana zmiana stylu życia i diety.
2856,Zawał serca,Zalecane leczenie farmakologiczne.
2857,Alergia sezonowa,Zalecana zmiana stylu życia i diety.
2858,Alergia sezonowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2859,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
2860,Astma,Stosować leki zgodnie z zaleceniami.
2861,Anemia,Zalecana zmiana stylu życia i diety.
2862,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
2863,Atopowe zapalenie skóry,Wymaga dalszej diagnostyki.
2864,COVID-19,"Ryzyko nawrotu choroby, zachować ostrożność."
2865,Kamica nerkowa,Zalecana konsultacja specjalistyczna.
2866,Anemia,Zalecana konsultacja specjalistyczna.
2867,Osteoporoza,Zalecane leczenie farmakologiczne.
2868,Migrena,Zalecana konsultacja specjalistyczna.
2869,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
2870,Astma,Leczenie szpitalne nie jest wymagane.
2871,Egzema,Zalecana konsultacja specjalistyczna.
2872,Zapalenie oskrzeli,Zalecane leczenie farmakologiczne.
2873,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
2874,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
2875,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
2876,Zawał serca,Stosować leki zgodnie z zaleceniami.
2877,COVID-19,Stosować leki zgodnie z zaleceniami.
2878,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2879,Anemia,Leczenie szpitalne nie jest wymagane.
2880,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
2881,Zapalenie oskrzeli,"Przebieg łagodny, leczenie objawowe."
2882,Angina,Konieczność obserwacji w warunkach domowych.
2883,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
2884,Zespół napięcia przedmiesiączkowego,Wymaga dalszej diagnostyki.
2885,Kamica nerkowa,Wymaga dalszej diagnostyki.
2886,Nowotwór piersi,Wymaga dalszej diagnostyki.
2887,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2888,COVID-19,Zalecana zmiana stylu życia i diety.
2889,Nadciśnienie,Zalecane leczenie farmakologiczne.
2890,Osteoporoza,Zalecana zmiana stylu życia i diety.
2891,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
2892,Zapalenie ucha środkowego,Zalecane leczenie farmakologiczne.
2893,Nadciśnienie,Konieczność obserwacji w warunkach domowych.
2894,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
2895,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
2896,Egzema,Zalecane leczenie farmakologiczne.
2897,Egzema,Zalecane leczenie farmakologiczne.
2898,Zapalenie spojówek,"Ryzyko nawrotu choroby, zachować ostrożność."
2899,Nadciśnienie,"Przebieg łagodny, leczenie objawowe."
2900,Atopowe zapalenie skóry,Wymaga dalszej diagnostyki.
2901,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
2902,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
2903,Osteoporoza,Zalecana konsultacja specjalistyczna.
2904,Zapalenie gardła,"Przebieg łagodny, leczenie objawowe."
2905,Zapalenie pęcherza,Wymaga dalszej diagnostyki.
2906,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
2907,Nowotwór piersi,Zalecana konsultacja specjalistyczna.
2908,Astma,Wymaga dalszej diagnostyki.
2909,Nadciśnienie,Wymaga dalszej diagnostyki.
2910,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
2911,Niedoczynność tarczycy,Wymaga dalszej diagnostyki.
2912,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
2913,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
2914,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
2915,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
2916,Zawał serca,"Przebieg łagodny, leczenie objawowe."
2917,Egzema,Zalecana zmiana stylu życia i diety.
2918,COVID-19,Zalecane leczenie farmakologiczne.
2919,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
2920,Egzema,Wskazane badania kontrolne za 2 tygodnie.
2921,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
2922,COVID-19,Leczenie szpitalne nie jest wymagane.
2923,Grypa,Zalecana konsultacja specjalistyczna.
2924,Nowotwór piersi,Konieczność obserwacji w warunkach domowych.
2925,Migrena,Zalecana konsultacja specjalistyczna.
2926,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2927,Migrena,Wymaga dalszej diagnostyki.
2928,Choroba refluksowa,Zalecane leczenie farmakologiczne.
2929,Niedoczynność tarczycy,Leczenie szpitalne nie jest wymagane.
2930,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
2931,Grypa,Zalecana zmiana stylu życia i diety.
2932,Kamica nerkowa,Zalecana konsultacja specjalistyczna.
2933,Osteoporoza,Zalecana zmiana stylu życia i diety.
2934,Choroba refluksowa,Wskazane badania kontrolne za 2 tygodnie.
2935,Reumatoidalne zapalenie stawów,Zalecane leczenie farmakologiczne.
2936,Egzema,Stosować leki zgodnie z zaleceniami.
2937,Zapalenie ucha środkowego,Wskazane badania kontrolne za 2 tygodnie.
2938,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
2939,COVID-19,Zalecana zmiana stylu życia i diety.
2940,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2941,Atopowe zapalenie skóry,Zalecane leczenie farmakologiczne.
2942,Migrena,"Przebieg łagodny, leczenie objawowe."
2943,Nowotwór piersi,Wymaga dalszej diagnostyki.
2944,Osteoporoza,Konieczność obserwacji w warunkach domowych.
2945,Egzema,Wskazane badania kontrolne za 2 tygodnie.
2946,Zapalenie ucha środkowego,Leczenie szpitalne nie jest wymagane.
2947,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
2948,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
2949,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
2950,COVID-19,Zalecane leczenie farmakologiczne.
2951,Choroba wieńcowa,Wymaga dalszej diagnostyki.
2952,Osteoporoza,Zalecane leczenie farmakologiczne.
2953,Osteoporoza,"Ryzyko nawrotu choroby, zachować ostrożność."
2954,Astma,Wskazane badania kontrolne za 2 tygodnie.
2955,Zapalenie gardła,Stosować leki zgodnie z zaleceniami.
2956,Zapalenie pęcherza,"Ryzyko nawrotu choroby, zachować ostrożność."
2957,Depresja,Leczenie szpitalne nie jest wymagane.
2958,Atopowe zapalenie skóry,Konieczność obserwacji w warunkach domowych.
2959,Astma,Zalecana konsultacja specjalistyczna.
2960,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
2961,Nadciśnienie,Wskazane badania kontrolne za 2 tygodnie.
2962,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
2963,Angina,Wskazane badania kontrolne za 2 tygodnie.
2964,Depresja,Zalecana konsultacja specjalistyczna.
2965,Reumatoidalne zapalenie stawów,Konieczność obserwacji w warunkach domowych.
2966,Migrena,Stosować leki zgodnie z zaleceniami.
2967,Kamica nerkowa,Konieczność obserwacji w warunkach domowych.
2968,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
2969,Depresja,Konieczność obserwacji w warunkach domowych.
2970,Zapalenie oskrzeli,"Przebieg łagodny, leczenie objawowe."
2971,Astma,Wymaga dalszej diagnostyki.
2972,Angina,Zalecana zmiana stylu życia i diety.
2973,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
2974,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
2975,Zawał serca,Stosować leki zgodnie z zaleceniami.
2976,Zapalenie wątroby typu A,Konieczność obserwacji w warunkach domowych.
2977,Cukrzyca typu 2,Stosować leki zgodnie z zaleceniami.
2978,Zawał serca,Zalecana zmiana stylu życia i diety.
2979,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
2980,Choroba refluksowa,Wskazane badania kontrolne za 2 tygodnie.
2981,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
2982,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2983,Migrena,Zalecana konsultacja specjalistyczna.
2984,Choroba wieńcowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2985,Zapalenie wątroby typu A,Zalecane leczenie farmakologiczne.
2986,Zapalenie gardła,Zalecane leczenie farmakologiczne.
2987,Astma,Wymaga dalszej diagnostyki.
2988,Zapalenie gardła,Zalecane leczenie farmakologiczne.
2989,COVID-19,Zalecane leczenie farmakologiczne.
2990,Zapalenie spojówek,Leczenie szpitalne nie jest wymagane.
2991,Depresja,Wymaga dalszej diagnostyki.
2992,Zawał serca,Wskazane badania kontrolne za 2 tygodnie.
2993,Zespół jelita drażliwego,Wymaga dalszej diagnostyki.
2994,Atopowe zapalenie skóry,Zalecana konsultacja specjalistyczna.
2995,Zapalenie wątroby typu A,Leczenie szpitalne nie jest wymagane.
2996,Zapalenie oskrzeli,Leczenie szpitalne nie jest wymagane.
2997,Grypa,Leczenie szpitalne nie jest wymagane.
2998,Migrena,Stosować leki zgodnie z zaleceniami.
2999,Zawał serca,Wymaga dalszej diagnostyki.
3000,Osteoporoza,Zalecana zmiana stylu życia i diety.
